titulo,descripcion,url_lista_de_reproduccion,plataforma
Abril es el mes de la palabra en señalcolombia,Entretenimiento,https://www.youtube.com/watch?v=Xx9XmE-UkAo,Señal Colombia
Con animación todo es posible - Marcador,Película y Animación,https://www.youtube.com/watch?v=xVCeSmMeFIM,Señal Colombia
Nuestro mundial - Capítulo 11,Película y Animación,https://www.youtube.com/watch?v=Mu4s-uq0B1g,Señal Deportes
Todo lo que vemos - 476 - Vox populi,Entretenimiento,https://www.youtube.com/watch?v=2Asw0z6qT48,Señal Colombia
Triunfo de Fernando Gaviria - Giro de Italia - Etapa 5,Deportes,https://www.youtube.com/watch?v=4frtoIFN4Qo,Señal Deportes
Puesto 4 - Paseo al pueblo,Gente y Blogs,https://www.youtube.com/watch?v=H5KsDcE6yc8,Señal Colombia
Todo lo que vemos - 64 - Debate - Tercer canal,Educación,https://www.youtube.com/watch?v=iS3LJQ6H9N0,Señal Colombia
Foros Señal Radio Colombia - Arte y postconflicto - Jueves 25 de septiembre,Gente y Blogs,https://www.youtube.com/watch?v=770IXAoIg1Y,Señal Colombia
Los Pepa - Clip 57 - Tecnologías,Educación,https://www.youtube.com/watch?v=4Bufo3rxGFI,Mi Señal
#PedaleoPor: Jonathan Devía envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=nL3Ny4kv19s,Señal Deportes
"Todo lo que vemos - 361- Jesus ""Chucho"" Saavedra",Entretenimiento,https://www.youtube.com/watch?v=6jzr_ARtx-E,Señal Colombia
Todo lo que vemos - 391 - Glosario,Entretenimiento,https://www.youtube.com/watch?v=2sQhNr7xe_w,Señal Colombia
Profesor Súper O Recargado (Capítulo 3. Bombillas eléctricas),Película y Animación,https://www.youtube.com/watch?v=c4jzOcBA1zo,Señal Colombia
Conversaciones homejaje de Sindy Ortiz a Petrona Martínez,Música,https://www.youtube.com/watch?v=46NYuxk9w9Q,Señal Colombia
Don Ca una película de Patricia Ayala Ruiz - Clip 8,Película y Animación,https://www.youtube.com/watch?v=WZ6LUTMquV8,Señal Colombia
¿Qué te gusta de Mi Señal? Los niños nos dan su opinión,Película y Animación,https://www.youtube.com/watch?v=ggCPv5sRqE4,Mi Señal
Antón tiruriru - Villancicos típicos colombianos,Música,https://www.youtube.com/watch?v=7EzVBptvdk8,Señal Colombia
Heridas con pus por: Sara y Juan Pablo,Película y Animación,https://www.youtube.com/watch?v=M2Do9KNE93A,Mi Señal
03 INFOGRAFIA INFANTIL - HUELLA ENERGETICA,Entretenimiento,https://www.youtube.com/watch?v=MIhbGhCNsIA,Señal Colombia
First Time Filmmakers - Segunda temporada - Hoy documental 'El protector de delfines',Película y Animación,https://www.youtube.com/watch?v=q93SD7bB-sM,Señal Colombia
"En cine nos vemos - El u?ltimo verano de la boyita - Julia Solomonoff, 2009",Película y Animación,https://www.youtube.com/watch?v=lVgcc56NYgE,Señal Colombia
Todo lo que vemos - 312 - Televidente - Nicolás Cifuentes,Película y Animación,https://www.youtube.com/watch?v=BcyqG6vIlVg,Señal Colombia
Los biopics a la colombiana - Todo lo que vimos,Entretenimiento,https://www.youtube.com/watch?v=0DddL5J-mmI,Señal Colombia
Nepentes - Somos violentos (Señal Radiónica),Música,https://www.youtube.com/watch?v=6rycoaJXtH8,Señal Colombia
Entrevista con Roberto González - Mecánico del Trek Segafredo,Deportes,https://www.youtube.com/watch?v=LvH2S7hoVWI,Señal Deportes
Todo lo que vemos - 363 - Televidente - Jonathan García,Entretenimiento,https://www.youtube.com/watch?v=uzTv6q3ScQ0,Señal Colombia
Sub 30 Trabajos rasos en los medios,Entretenimiento,https://www.youtube.com/watch?v=yB_JPdKBXAc,Señal Colombia
1° Conversatorio Todo lo que Somos - Rompiendo Fronteras,Gente y Blogs,https://www.youtube.com/watch?v=NQjnQMccjvY,Señal Colombia
Transmisión 'Premios India Catalina 2015' - Sábado 14 de marzo desde 6:15 p.m.,Entretenimiento,https://www.youtube.com/watch?v=4ZaWJ8OO5uk,Señal Colombia
Todo lo que vemos - 55 - El Foco - Los puros criollos,Educación,https://www.youtube.com/watch?v=NhhAuzm9YxY,Señal Colombia
#PedaleoPor: John Fredy envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=o6LsGYjt3bU,Señal Deportes
Grandes misterios del universo con Morgan Freeman - Sábados y domingos 9:30 p.m,Entretenimiento,https://www.youtube.com/watch?v=HBloBT8gY4w,Señal Colombia
Todo lo que vemos - 364 - Televidente - Ximena Ramírez,Entretenimiento,https://www.youtube.com/watch?v=rZ7LSsoOIGs,Señal Colombia
Todo lo que vemos - 129 - Televidentes - Liliana Bravo,Entretenimiento,https://www.youtube.com/watch?v=7nGyZMim5jg,Señal Colombia
1 de 6 música fusión Acceso directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=ybxONMA2Lfc,Señal Colombia
Today in replay 09 de junio,Deportes,https://www.youtube.com/watch?v=Xj1B5drfqSY,Señal Deportes
#PedaleoPor: Patricia envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=wf2FgXmeXY0,Señal Deportes
Había un aire de familiaridad en el US Open,Deportes,https://www.youtube.com/watch?v=h4ViVlJl_HA,Señal Deportes
Guía práctica del criollo - El payaso criollo,Película y Animación,https://www.youtube.com/watch?v=fsKWr9JFr5A,Señal Colombia
"En nombre de la gloria II, ganador India Catalina mejor programa deportivo",Gente y Blogs,https://www.youtube.com/watch?v=4qN-MhTOuy0,Señal Colombia
La Función - Psy,Educación,https://www.youtube.com/watch?v=bW8KhKnvpxk,Señal Colombia
Today in replay 9 de mayo,Deportes,https://www.youtube.com/watch?v=PmMOin0_EP0,Señal Deportes
Today in replay 22 de abril,Deportes,https://www.youtube.com/watch?v=u6baeRsy1Zw,Señal Deportes
"Santiago Rivas, ganador India Catalina tercer año consecutivo mejor presentador de entretenimiento",Gente y Blogs,https://www.youtube.com/watch?v=EP16qXtMWKE,Señal Colombia
Lo más de Pacheco - Carlos Pizarro,Gente y Blogs,https://www.youtube.com/watch?v=Y1uJiyzumW4,Señal Colombia
Televidente fiel - Vainilla,Entretenimiento,https://www.youtube.com/watch?v=96_pnHcwJ04,Señal Colombia
En cine nos vemos - Ciclo: Días de clases - Del 12 al 15 de julio 10:30 p.m.,Entretenimiento,https://www.youtube.com/watch?v=EccyF-aY9vw,Señal Colombia
Juegos Mundiales Cali 2013. Disciplina: Patinaje de Ruta,Deportes,https://www.youtube.com/watch?v=qDY9Jo9vHIU,Señal Deportes
Todo lo que vemos - 457 - Capítulo completo - Sábado 12 de mayo,Entretenimiento,https://www.youtube.com/watch?v=tmQzjB_usc4,Señal Colombia
La Función - Don Carlo,Educación,https://www.youtube.com/watch?v=2VQC7ysCk7A,Señal Colombia
Alerta Kamarada - Legal (Señal Radiónica),Música,https://www.youtube.com/watch?v=6pUf4oMoVh4,Señal Colombia
Bicentenario Memoria Revelada - Agustín Agualongo,Educación,https://www.youtube.com/watch?v=Ngf6Rje9wk8,Señal Colombia
Todo lo que vemos - 283 - Glosario - Edu entretenimiento,Película y Animación,https://www.youtube.com/watch?v=PKPZClWf0EM,Señal Colombia
Perfil de Fabio Duarte,Deportes,https://www.youtube.com/watch?v=9hzSHdSigyo,Señal Deportes
ZoOtecnia - Capítulo 13 - Un caso embarazoso - Versión corta,Película y Animación,https://www.youtube.com/watch?v=BfP77qy5pbw,Señal Colombia
Salvando Planeta Palabra - Capítulo 10 - Comida de mamá - Clip musical,Deportes,https://www.youtube.com/watch?v=umAqH6bTvJ4,Señal Colombia
Todo lo que vemos - 413 - Televidente - David Katz,Entretenimiento,https://www.youtube.com/watch?v=9fCXM3JwTSY,Señal Colombia
¿Te cortarón los servicios?.. Tranquilo ya esta aquí Mr. Trance - Estreno 15 de septiembre,Película y Animación,https://www.youtube.com/watch?v=Ae0og6ph2bc,Señal Colombia
Todo lo que vemos - 100 - Lo que viene...,Gente y Blogs,https://www.youtube.com/watch?v=nHqgPnaDhaU,Señal Colombia
Festival Internacional de Música de Cartagena 2013 - Elvis Alejandro Díaz y Gabriele Mirabassi,Música,https://www.youtube.com/watch?v=CQwQ8_PhGFY,Señal Colombia
Bocadillo veleño,Película y Animación,https://www.youtube.com/watch?v=akGL81_aTbk,Mi Señal
Kikirikí - promoción,Entretenimiento,https://www.youtube.com/watch?v=JGVnfQSafsQ,Señal Colombia
"Mano de zombie por: Juan David, Sebastian y Brayan",Película y Animación,https://www.youtube.com/watch?v=Vz_UR3x6KU0,Mi Señal
Cimarrón está en 'Versión en vivo',Entretenimiento,https://www.youtube.com/watch?v=3EXZZSPupDs,Señal Colombia
Todo lo que vemos - 362 - Televidente - Tatiana Forero Cañón,Entretenimiento,https://www.youtube.com/watch?v=TPxwFMsZieQ,Señal Colombia
"Los juegos de mar y playa 2015 - Hoy jornada final, en directo desde Cartagena 5:00 p.m.",Deportes,https://www.youtube.com/watch?v=Gj6FD0591cU,Señal Deportes
Todo lo que vemos - 185 - Televidentes - Francia Gonza?lez,Gente y Blogs,https://www.youtube.com/watch?v=QvW6JzisYOY,Señal Colombia
Todo lo que vemos - 145 - Televidentes - Sara Cardona,Entretenimiento,https://www.youtube.com/watch?v=LEYrnKU6gYw,Señal Colombia
Especial 'El Bogotazo' - Jueves 9 abril desde las 8:00 p.m.,Película y Animación,https://www.youtube.com/watch?v=rbifO12fFAM,Señal Colombia
En cine nos vemos - Ciclo: Más cursi no se puede - Del 26 al 30 de octubre 10:15 p.m.,Película y Animación,https://www.youtube.com/watch?v=SWJwt61fp0w,Señal Colombia
Cuando en río suena - Guapí (Capítulo completo),Gente y Blogs,https://www.youtube.com/watch?v=b47I2nZY-zk,Señal Colombia
Cinco elementos de celebración Puesto 2 - Una competencia,Entretenimiento,https://www.youtube.com/watch?v=-gjV3iAfD7k,Señal Colombia
Promo Olímpicos - Boxeo,Deportes,https://www.youtube.com/watch?v=M9kE6Lqt_0c,Señal Deportes
"En cine nos vemos - Funeral siniestro - Jairo Pinilla, 1977",Película y Animación,https://www.youtube.com/watch?v=sjjXaZkKuYk,Señal Colombia
"Saludos a toda ""Mi señal""",Educación,https://www.youtube.com/watch?v=jxSKUyOYOtQ,Mi Señal
Arena Miranda - Baile en Silla de Ruedas,Deportes,https://www.youtube.com/watch?v=Anb9ifaKVbw,Señal Deportes
Los Pepa - Clip 07 - Filtro de carbón,Educación,https://www.youtube.com/watch?v=l4i5RY04JHA,Mi Señal
Todo lo que vemos - 93 - Televidentes - Camilo Castiblanco,Música,https://www.youtube.com/watch?v=IS-vE-AAr_4,Señal Colombia
Versos de Leandro Díaz - Pablo Martínez - Orquesta La 33,Música,https://www.youtube.com/watch?v=sIhKjEqK7iY,Señal Colombia
"En cine nos vemos - Habanastation - Ian Padrón, 2011",Película y Animación,https://www.youtube.com/watch?v=KeohJ-3NGA4,Señal Colombia
Salvando Planeta Palabra - Capítulo 4 - Entrevista con neuronas,Educación,https://www.youtube.com/watch?v=mud_UGnY_wQ,Señal Colombia
Todo lo que vemos - 233 - Glosario - Retro,Educación,https://www.youtube.com/watch?v=53Nm7F4O48Q,Señal Colombia
Todo lo que vemos - 226 - Glosario - Origen del documental,Educación,https://www.youtube.com/watch?v=cxyxNscuVP8,Señal Colombia
Tour de Francia 2015 - En vivo todos los días desde las 8:00 a.m. #PedaleoPor,Deportes,https://www.youtube.com/watch?v=07VVIDQfUuQ,Señal Deportes
RESO BOXEADOR,Educación,https://www.youtube.com/watch?v=LjyxZqv1V60,Señal Colombia
Festival Internacional de Música de Cartagena 2012 - Lara St. John,Música,https://www.youtube.com/watch?v=6i2usHJ_E2k,Señal Colombia
FILBO 2014 - Mi señal en el pabellón infantil,Educación,https://www.youtube.com/watch?v=gI9fS1BGndA,Mi Señal
"En cine nos vemos - Triángulo de oro - Jairo Pinilla, 1984",Gente y Blogs,https://www.youtube.com/watch?v=sl67rXZTr6c,Señal Colombia
Cuentos de viejos - Horarios,Película y Animación,https://www.youtube.com/watch?v=FSo4YnLPJFc,Señal Colombia
Expedicio?n Sonora - Capi?tulo 18: Voz a capella,Música,https://www.youtube.com/watch?v=4OI0WwgSuP0,Señal Colombia
Todo lo que vemos - 285 - Glosario - Deportes y medios,Deportes,https://www.youtube.com/watch?v=zyqyPHVik7k,Señal Colombia
Documental 1h20,Entretenimiento,https://www.youtube.com/watch?v=cxbqDtKxtAk,Señal Colombia
Ciclo: Amores de historia - Del 26 al 30 de julio 10:30 p.m. #EnCineNosVemos,Película y Animación,https://www.youtube.com/watch?v=U7o48XWYUbI,Señal Colombia
La Lleva - Cap. 12 - Santa C. del Islote - Historia de un regalo,Deportes,https://www.youtube.com/watch?v=z2dcRMYspcQ,Señal Colombia
Lo más de Pacheco - Mujeres mecánicas,Gente y Blogs,https://www.youtube.com/watch?v=k9iLzjnVAf8,Señal Colombia
Profesor Su?per O Recargado (Capi?tulo 27. Aire acondicionado),Película y Animación,https://www.youtube.com/watch?v=3ZnaYwW2NmE,Señal Colombia
Todo lo que vemos - 304 - Televidente - Daniel Vera Echevarría,Educación,https://www.youtube.com/watch?v=tDqCl5G2rho,Señal Colombia
Todo lo que vemos - 163 - Glosario - Patrimonio cultural,Entretenimiento,https://www.youtube.com/watch?v=iemJGX5Wi-0,Señal Colombia
#PedaleoPor: Javier Cruz envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=nqAlrqmQ5k8,Señal Deportes
Todo lo que vemos - 246 - Glosario - Documental regional,Película y Animación,https://www.youtube.com/watch?v=5nDbZOVsex0,Señal Colombia
Revive el triunfo de Nairo en la Tirreno-Adriático 2015 - Hoy martes a las 7:00 p.m.,Deportes,https://www.youtube.com/watch?v=iLscXR_TZIo,Señal Deportes
"Lucho, el documental",Música,https://www.youtube.com/watch?v=uEWGnFjnjXs,Señal Colombia
Fue un día de infamia para el atletismo,Deportes,https://www.youtube.com/watch?v=HjRQ_3rNB80,Señal Deportes
Josefina Super Megachef - Mi Diente (Capítulo completo Nº 1),Educación,https://www.youtube.com/watch?v=6JRIhlr6zms,Mi Señal
"Brasilandia, una favela invadida por la pasión hacia el fútbol",Deportes,https://www.youtube.com/watch?v=IryN3aybLGU,Señal Deportes
Todo lo que vemos - 209 - Televidente - Mari?a Margarita Herrera,Educación,https://www.youtube.com/watch?v=FOaCC2GlNMM,Señal Colombia
Today in replay 29 de mayo,Deportes,https://www.youtube.com/watch?v=BsTWl8-NlFM,Señal Deportes
Premios TAL completo,Viajes y Eventos,https://www.youtube.com/watch?v=U2kemA2tuMM,Señal Colombia
"Granada: Mariana Villaneda, Ysue Villaneda y Matías Velasquez - Receta Corazones ensangrentados",Película y Animación,https://www.youtube.com/watch?v=zxiYDs796to,Mi Señal
Mes de la literatura - Karol Wojtyla estreno 17 Abril,Película y Animación,https://www.youtube.com/watch?v=svA_zN65oTk,Señal Colombia
"Piensa diferente, libera tu energía",Educación,https://www.youtube.com/watch?v=ip0crwKp1YY,Señal Colombia
Ventana Andina - 'Pájaros de frontera' y 'Niños caminantes del Chocó' - Domingo 10 de mayo 9:00 p.m.,Educación,https://www.youtube.com/watch?v=NxC7L4svolQ,Señal Colombia
Jineth Barón (Colombia) - Mundial de Patinaje Artístico,Deportes,https://www.youtube.com/watch?v=ieUtWvZ0aGU,Señal Deportes
2 de 6 patrimonio Acceso directo,Entretenimiento,https://www.youtube.com/watch?v=12VD2HudRVk,Señal Colombia
RESO PROBLEMAS DE ENERGÍA POLITICO,Educación,https://www.youtube.com/watch?v=EArefChZNdk,Señal Colombia
Superlitio y Doctor Krápula - Te lastimé / Mi sol,Música,https://www.youtube.com/watch?v=U3GgoWPWD_k,Señal Colombia
Saludo Caterine Ibargüen - Acompaña a nuestros atletas desde 4:00 p.m. #LosNacionalesXSeñal,Deportes,https://www.youtube.com/watch?v=WgAwZljBNjc,Señal Deportes
¿Quién soy y qué me gusta? Viena,Película y Animación,https://www.youtube.com/watch?v=SxQQeQbohVw,Mi Señal
Todo lo que vemos - 425 - Televidente - Diana Arévalo,Entretenimiento,https://www.youtube.com/watch?v=fZp6DzkX99U,Señal Colombia
Vogulys Vox Populi,Entretenimiento,https://www.youtube.com/watch?v=cCtKklnRPZc,Señal Colombia
FICCI 2012 con Isabella Rossellini,Película y Animación,https://www.youtube.com/watch?v=zT_V1XVEs0A,Señal Colombia
Letra urbana - Capítulo 06 Gabriel Alzate,Gente y Blogs,https://www.youtube.com/watch?v=4MLNMwDaBkA,Señal Colombia
Lo más de Pacheco - Ya no están con nosotros,Música,https://www.youtube.com/watch?v=IWccVsdWhvs,Señal Colombia
#PedaleoPor: Ricardo Lancheros envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=qnEH2slp-kY,Señal Deportes
Molang - Bailar con mi mejor amigo (Parte 2),Película y Animación,https://www.youtube.com/watch?v=37V8x99-MOg,Mi Señal
Todo lo que vemos - 330 - Televidente - Catalina Stoltze,Película y Animación,https://www.youtube.com/watch?v=CzXWWggJhIQ,Señal Colombia
El sillón de la injusticia arte,Entretenimiento,https://www.youtube.com/watch?v=ppne7sbZ-Eo,Señal Colombia
Tour de Francia 2015 - En vivo a partir del 4 de julio,Deportes,https://www.youtube.com/watch?v=uJHCX4oyYSk,Señal Deportes
Colombia se mueve - Capítulo 03 Por la trocha,Viajes y Eventos,https://www.youtube.com/watch?v=K5Vf0cDvO3U,Señal Colombia
Todo lo que vemos - 31 - Glosario Montaje.wmv,Entretenimiento,https://www.youtube.com/watch?v=VtUoX85Sxl0,Señal Colombia
Sub 30 Religión - Sillón,Entretenimiento,https://www.youtube.com/watch?v=bT7hg8DRbAw,Señal Colombia
Today in replay 05 de junio,Deportes,https://www.youtube.com/watch?v=f24NlHC7fHU,Señal Deportes
Cinco deportes y juegos Puesto 2 - Tapita o Checa,Entretenimiento,https://www.youtube.com/watch?v=mKfgmSF0ECY,Señal Colombia
Seguimos a los colombianos en La Vuelta a España por Señal Colombia,Deportes,https://www.youtube.com/watch?v=17cDBwOomi0,Señal Deportes
2 de 6 la hora del sí Acceso Directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=EBUbvgOcsmE,Señal Colombia
Todo lo que vemos - 286 - Televidente - William Delgado,Entretenimiento,https://www.youtube.com/watch?v=dTVAITrf6jM,Señal Colombia
Todo lo que vemos - 274 - Televidente - Ingrid Cubillos,Entretenimiento,https://www.youtube.com/watch?v=HFuwYHMfptI,Señal Colombia
Festivaliando - Festival del Mono Núñez - Jueves 11 - Manjar Blanco,Entretenimiento,https://www.youtube.com/watch?v=NuGA6soHIAo,Señal Colombia
Expedicio?n Sonora - Capi?tulo 16: Tamborito,Música,https://www.youtube.com/watch?v=5QlJUaebk84,Señal Colombia
Colombia se mueve - Capítulo 11 Como pez el agua,Viajes y Eventos,https://www.youtube.com/watch?v=YBxIs5_EIn0,Señal Colombia
"Vuelta a España - Del 23 de agosto al 14 de Septiembre, HD 9:00 am",Deportes,https://www.youtube.com/watch?v=D6-lWSIcAvE,Señal Deportes
Todo lo que vemos - 374 - Televidente - Fabre Botero Arias,Entretenimiento,https://www.youtube.com/watch?v=B92_nACSDFg,Señal Colombia
"Señora Isabel, el amor después de los cincuenta rejuvenece - A partir del 11 de mayo 7:00 p.m.",Entretenimiento,https://www.youtube.com/watch?v=9rrUoZ-cQek,Señal Colombia
"En cine nos vemos - La nación clasdestina - Jorge Sanjinés, 1989",Película y Animación,https://www.youtube.com/watch?v=tRCIqqMRdKc,Señal Colombia
FICCI 2013 con Víctor Gaviria,Gente y Blogs,https://www.youtube.com/watch?v=Hh5OBILS2e8,Señal Colombia
I.R.A. - Firmes (Señal Radiónica),Música,https://www.youtube.com/watch?v=qp38FcUDDsg,Señal Colombia
Para ver TV - Deporte,Entretenimiento,https://www.youtube.com/watch?v=yRW4EdsB8F0,Señal Colombia
Franja Retro - NN,Deportes,https://www.youtube.com/watch?v=I_0avV2Ql2o,Señal Colombia
Todo lo que vemos - 118 - Televidentes - Frank Soto,Educación,https://www.youtube.com/watch?v=k8aG5jcPp7w,Señal Colombia
sillón justicia música e identidad,Entretenimiento,https://www.youtube.com/watch?v=J0RMXGpu_BU,Señal Colombia
Cocina en familia con Josefina: Lentejas Ultra Poderosas,Película y Animación,https://www.youtube.com/watch?v=xCecQgBBk5M,Mi Señal
