titulo,descripcion,url_lista_de_reproduccion,plataforma
Todo lo que vemos - 65 - Preguntas Frecuentes - Director de cámaras,Educación,https://www.youtube.com/watch?v=NVRJtiq1nnU,Señal Colombia
Kevin Johansen - Saludos a Conversaciones 2014,Música,https://www.youtube.com/watch?v=A-iVHF2h8kQ,Señal Colombia
En cine nos vemos - Ciclo: Bogotá - Del 6 al 10 de abril 9:00 p.m.,Película y Animación,https://www.youtube.com/watch?v=gWh2tfMfuws,Señal Colombia
¿Qué harías tú? - El sello mágico,Película y Animación,https://www.youtube.com/watch?v=tf5Df0FnSRA,Mi Señal
Energía fósil,Ciencia y Tecnología,https://www.youtube.com/watch?v=Lr1leHbMuGA,Señal Colombia
El nombre de la gloria - Capítulo 13 - Elkin Serna y Moisés Fuentes,Deportes,https://www.youtube.com/watch?v=pjPJpgus8z0,Señal Deportes
"Así se preparan los músicos - Concurso Nacional de Bandas de Paipa, Boyacá",Entretenimiento,https://www.youtube.com/watch?v=91toEJ_GZpI,Señal Colombia
#PedaleoPor: Ariel Molina envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=ng6wy7rbr-4,Señal Deportes
Todo lo que vemos - 264 - Glosario - Mi Señal,Película y Animación,https://www.youtube.com/watch?v=re-qrm1P8ak,Señal Colombia
Todo lo que vemos - 179 - Televidentes - Julia?n Daniel Garci?a,Gente y Blogs,https://www.youtube.com/watch?v=ngM9Qd4am6U,Señal Colombia
Historia Central - Girardot,Viajes y Eventos,https://www.youtube.com/watch?v=d12353lKnrs,Señal Colombia
Los Pepa - Clip 46 - Origen internet,Educación,https://www.youtube.com/watch?v=6LI1R4_pI5w,Mi Señal
En cine nos vemos: Homenaje a Charles Chaplin - Jueves 25 de diciembre 3:30 p.m.,Película y Animación,https://www.youtube.com/watch?v=nKfP4sVZs-I,Señal Colombia
"Etapa 12 - Escaldes - Engordany, Andorra / Lleida",Deportes,https://www.youtube.com/watch?v=ZB3YGT2uQe4,Señal Deportes
Todo lo que vemos - 100 - Glosario,Película y Animación,https://www.youtube.com/watch?v=f4Uf13Vz6ms,Señal Colombia
Falló increíblemente en los olímpicos de Barcelona,Deportes,https://www.youtube.com/watch?v=ECdF6j9oh6A,Señal Deportes
Señal deportes - #MásQueFútbol,Deportes,https://www.youtube.com/watch?v=bJxLBJlkeJU,Señal Deportes
Resumen títulos de Colombia en los #BolivarianosXSeñal,Deportes,https://www.youtube.com/watch?v=JZEpPObUPHA,Señal Deportes
Todo lo que vemos - 173 - Televidentes - Jhon Jairo Álvarez,Entretenimiento,https://www.youtube.com/watch?v=YG_4Rj3iiJo,Señal Colombia
"Óscar Figueroa, con dos medallas en el Mundial de Levantamiento de Pesas",Deportes,https://www.youtube.com/watch?v=FcT9C_q4zHg,Señal Deportes
Fue la consentida de los olímpicos de Seúl,Deportes,https://www.youtube.com/watch?v=g5rk14porR0,Señal Deportes
Cuando el río suena - Nueva Venecia (Capítulo completo),Gente y Blogs,https://www.youtube.com/watch?v=3daVRXh20HU,Señal Colombia
Al paso de Garzón - Todo lo que vimos,Comedia,https://www.youtube.com/watch?v=FQRdO9J2LKs,Señal Colombia
1 de 6 cine joven.mpg,Entretenimiento,https://www.youtube.com/watch?v=Lxy47Ydu1hI,Señal Colombia
Todo lo que vemos - 471 - Vox populi,Entretenimiento,https://www.youtube.com/watch?v=bRG3P3F49Co,Señal Colombia
Todo lo que vemos 13 - Presentación,Entretenimiento,https://www.youtube.com/watch?v=F_f2V-9w-oU,Señal Colombia
La paz habla - Martha Bello,Entretenimiento,https://www.youtube.com/watch?v=GCyt-U7237Y,Señal Colombia
Todo lo que vemos - 332 - Glosario - Conservación ambiental,Película y Animación,https://www.youtube.com/watch?v=a3YT3_ANgBg,Señal Colombia
El nombre de la gloria - Capítulo 19 - Oscar Figueroa,Deportes,https://www.youtube.com/watch?v=T1cutGjyPT8,Señal Deportes
"Tuyo es mi corazón, regresa desde el 20 de abril - Lunes a viernes 7:00 p.m.",Entretenimiento,https://www.youtube.com/watch?v=_1-fFmEfXGg,Señal Colombia
Sillón migraciones,Entretenimiento,https://www.youtube.com/watch?v=YGkfj1qOBKA,Señal Colombia
Invisibles - Nueva serie étnica,Viajes y Eventos,https://www.youtube.com/watch?v=T-5hpKDBw6E,Señal Colombia
Cabezote Todo lo que vemos.mpg,Educación,https://www.youtube.com/watch?v=1qGdq_9Qvic,Señal Colombia
Señal Deportes canta con Tres de Corazón a nuestra Selección,Deportes,https://www.youtube.com/watch?v=cZ97ngyPYiU,Señal Deportes
Tour de Francia 2013 Invitación de Abelardo Rondón,Deportes,https://www.youtube.com/watch?v=yX_B4gtVA2s,Señal Deportes
"Martín Emilio ""Cochise"" Rodríguez, la leyenda del jet",Deportes,https://www.youtube.com/watch?v=d7mWCM1CqYQ,Señal Deportes
Today in replay 23 de febrero,Deportes,https://www.youtube.com/watch?v=KyWq0bwp07E,Señal Deportes
Patrocinio señaldeportiva,Educación,https://www.youtube.com/watch?v=cb498fS03lg,Señal Colombia
"En cine nos vemos - Incendios - Denis Villeneuve, 2010",Película y Animación,https://www.youtube.com/watch?v=njF7SHLaYwU,Señal Colombia
"Tutorial, tips para salir a acampar - Mi Señal, Mi Huella",Película y Animación,https://www.youtube.com/watch?v=87qjDtEOJw0,Mi Señal
Todo lo que vemos - 464 - Televidente - Sebastián Rojas,Entretenimiento,https://www.youtube.com/watch?v=ZLuixvz9D0Q,Señal Colombia
Vuelta a España 2014 - Todos los dias 9:00 am,Deportes,https://www.youtube.com/watch?v=wcLcMXyNs2E,Señal Deportes
Bicentenario Memoria Revelada - Migraciones,Educación,https://www.youtube.com/watch?v=QkGxWKVw8Hk,Señal Colombia
En movimiento Capi?tulo 4 - Skoolz.exe Versio?n 1.1,Gente y Blogs,https://www.youtube.com/watch?v=EspHgojYTO0,Señal Colombia
Todo lo que vemos 07 - Glosario: Rating,Entretenimiento,https://www.youtube.com/watch?v=-nbA3prQJ5Y,Señal Colombia
¿Cómo ha sido vivir en medio de la guerra? Sofía nos cuenta,Película y Animación,https://www.youtube.com/watch?v=6HJkr18H_2I,Mi Señal
Todo lo que vemos - 134 - Televidentes - Andrea Morena Narváez,Entretenimiento,https://www.youtube.com/watch?v=PqDMa8b9uWo,Señal Colombia
Cuentos de Cocina II - Maní,Entretenimiento,https://www.youtube.com/watch?v=dMoV8YUPC9E,Señal Colombia
Todo lo que vemos - 461 - Televidente - Lila García,Entretenimiento,https://www.youtube.com/watch?v=Xd0Aj6hMHww,Señal Colombia
Todo lo que vemos 16 - Glosario: Mayoría de edad,Entretenimiento,https://www.youtube.com/watch?v=JFby_KILPwY,Señal Colombia
El cine según los maestros - Señal Colombia en el FICCI,Película y Animación,https://www.youtube.com/watch?v=Xo5eKfbNqCg,Señal Colombia
#PedaleoPor: Jorge envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=_8bSIWRzGU8,Señal Deportes
Mundial del cine - vota por tus películas favoritas,Película y Animación,https://www.youtube.com/watch?v=os_2fxoieEg,Señal Colombia
3 Legado Jaime R Echavarria Acceso Directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=0K_1C1a3vyA,Señal Colombia
Karaoke Mi Señal: Serpiente cascabel,Película y Animación,https://www.youtube.com/watch?v=vmAFeH2M8dI,Mi Señal
"Monstruo vomitón por: Luis Santiago, Juan Sebastián y Didier.",Película y Animación,https://www.youtube.com/watch?v=2vtq75ufcGg,Mi Señal
"En cine nos vemos - Una novia errante - Ana Katz, 2006",Película y Animación,https://www.youtube.com/watch?v=7EiFW6X5mJg,Señal Colombia
Todo lo que vemos - 159 - Televidentes - Charly Saavedra,Entretenimiento,https://www.youtube.com/watch?v=0ZOfnLgPB5k,Señal Colombia
Sergio Luis Henao Líder Vuelta Al País Vasco,Deportes,https://www.youtube.com/watch?v=Nj0vEtfJHDo,Señal Deportes
Todo lo que vemos - 457 - Televidente - Esperanza Astroz,Entretenimiento,https://www.youtube.com/watch?v=KtsfupnzMYM,Señal Colombia
Today in replay 15 de julio,Deportes,https://www.youtube.com/watch?v=SGU9-hyxXNk,Señal Deportes
Don Ca una película de Patricia Ayala Ruiz - Clip 3,Película y Animación,https://www.youtube.com/watch?v=1JiW9l6lH8M,Señal Colombia
Todo lo que vemos - 57 - El Foco - Salvando Planeta Palabra,Educación,https://www.youtube.com/watch?v=s8WvfaxG908,Señal Colombia
La portera de República Checa habla sobre el reto de esta noche ante Venezuela,Deportes,https://www.youtube.com/watch?v=pQybwO-vvno,Señal Deportes
"Semana del cine colombiano - Apatía, sábado 10:30 pm",Película y Animación,https://www.youtube.com/watch?v=KrNvpmOxfs4,Señal Colombia
Todo lo que vemos - 378 - Capítulo completo - Sábado 5 de noviembre,Entretenimiento,https://www.youtube.com/watch?v=qGonYWZRqGw,Señal Colombia
Vuelve a vivir cada etapa - Todos los días después del Mundial de Atletismo de Menores desde Cali,Deportes,https://www.youtube.com/watch?v=-6c4aQ4MuOc,Señal Deportes
Encuentro de latinos para bailar salsa en Sao Paulo,Deportes,https://www.youtube.com/watch?v=d6prRutsb9M,Señal Deportes
Todo lo que vemos 12 - Tv1 Ronald Sánchez,Entretenimiento,https://www.youtube.com/watch?v=2fFeKaQS5a8,Señal Colombia
SD Digital en Señal Deportes 6 de diciembre 2013,Deportes,https://www.youtube.com/watch?v=oL18epboVt4,Señal Deportes
#PedaleoPor: Manuel Betancurt envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=hHGRXUJLcto,Señal Deportes
SIDA acceso directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=VpbTgYFF9HA,Señal Colombia
Razones para ver Yowamushi Pedal en Señal Colombia,Película y Animación,https://www.youtube.com/watch?v=fWTYMK9NpDM,Mi Señal
Todo lo que vemos - 96 - Televidentes - Julián y Hernán Sánchez,Gente y Blogs,https://www.youtube.com/watch?v=U7t0WlbyxVw,Señal Colombia
Nuestros deportistas - Óscar Figueroa,Deportes,https://www.youtube.com/watch?v=UTT8PZ2n0Kc,Señal Colombia
En cine nos vemos - ¡ESTRENO! Película: Chocó - Viernes 27 de noviembre 10:15 p.m.,Película y Animación,https://www.youtube.com/watch?v=2iucLj0n72Y,Señal Colombia
¿Qué es lo que más les gusta a los niños de la ciencia?,Película y Animación,https://www.youtube.com/watch?v=f4N3ihkfMHY,Mi Señal
Todo lo que vemos - 357 - Capítulo completo - Sábado 11 de junio,Entretenimiento,https://www.youtube.com/watch?v=HcUW06oMQr8,Señal Colombia
Todo lo que vemos - 469 - Televidente - Adriana Amaya,Entretenimiento,https://www.youtube.com/watch?v=qgRe6tNheAs,Señal Colombia
6 de 6 Paranormal Acceso Directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=cQZZa3i_HEg,Señal Colombia
La comedia blanca - Todo lo que vimos,Entretenimiento,https://www.youtube.com/watch?v=YLpmg1YASnA,Señal Colombia
Puerto Papel - Exprimido de Sentimientos (Capítulo completo),Película y Animación,https://www.youtube.com/watch?v=OuXybMc2dBE,Mi Señal
Cuando el río suena - Bahía Solano,Educación,https://www.youtube.com/watch?v=1_GWLSoMRxk,Señal Colombia
Cuentitos mágicos - Canción de las abejas,Película y Animación,https://www.youtube.com/watch?v=SnKA4YiGNAA,Mi Señal
Today in replay 11 de agosto,Deportes,https://www.youtube.com/watch?v=kvU9OmHnATY,Señal Deportes
Todo lo que vemos - 396 - Televidente - Julián Pérez,Entretenimiento,https://www.youtube.com/watch?v=bfygWV38h1w,Señal Colombia
2 de 6 Reinsertados Acceso directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=5dGqk5fkuV8,Señal Colombia
"En cine nos vemos - Coco & Igor - Jan Kounen, 2009",Película y Animación,https://www.youtube.com/watch?v=RbLLhYXbkig,Señal Colombia
Today in replay 18 de enero,Deportes,https://www.youtube.com/watch?v=mtyHHaFbCkM,Señal Deportes
La Etnnia - Malvado Instinto (Señal Radiónica),Música,https://www.youtube.com/watch?v=KZVcGZwxFsc,Señal Colombia
Festival Internacional Cine al Mar 2014,Película y Animación,https://www.youtube.com/watch?v=fZB7pNqYPxU,Señal Colombia
Final Mundial de Street Style en Tokio,Deportes,https://www.youtube.com/watch?v=D1UCoBkTp3o,Señal Deportes
#VotoCriollo - Las sillas criollas,Gente y Blogs,https://www.youtube.com/watch?v=8vmRR5f7Rf4,Señal Colombia
Los Pepa ¨ A volar como los pájaros¨ - Capítulo 17,Educación,https://www.youtube.com/watch?v=xWvxYXIzIR8,Mi Señal
"En cine nos vemos - Campeones del ring - José A. Venegas, 1972",Película y Animación,https://www.youtube.com/watch?v=l669_xmSNQc,Señal Colombia
"Cuentos de viejos - Josefina, la de los dientes filudos",Película y Animación,https://www.youtube.com/watch?v=w8tuxcJaYL0,Señal Colombia
Promo señalcolombia,Educación,https://www.youtube.com/watch?v=YErfXwswWpY,Señal Colombia
Todo lo que vemos - 28 - Televidentes - Alexandra Ruiz Bravo,Educación,https://www.youtube.com/watch?v=jj616N3tMQ4,Señal Colombia
Camiseta del equipo SOJASUN,Deportes,https://www.youtube.com/watch?v=VRNZcfmqxBg,Señal Deportes
Todo lo que vemos - 479 - Televidente - Natalia Orrego,Entretenimiento,https://www.youtube.com/watch?v=O_KokdCVA8g,Señal Colombia
Todo lo que vemos - 365 - Televidente - Samirna Gómez,Entretenimiento,https://www.youtube.com/watch?v=eCCP61SIXJg,Señal Colombia
Today in replay 20 de febrero,Deportes,https://www.youtube.com/watch?v=GakgUEHc3Tg,Señal Deportes
Celebramos Halloween con la Feria de los Niños - Mi Señal,Educación,https://www.youtube.com/watch?v=XhM_E_9yNnY,Mi Señal
Heridas con pus por: Isabela y Sara,Película y Animación,https://www.youtube.com/watch?v=HEYOnCo6xbE,Mi Señal
Todo lo que vemos - 70 - Televidentes - Ferley Córdoba,Educación,https://www.youtube.com/watch?v=7PkUvIegWvA,Señal Colombia
Salvando Planeta Palabra Capítulo 2 La engreída Entrevista,Educación,https://www.youtube.com/watch?v=h4PAxVchCTY,Señal Colombia
Cuando el río suena - Providencia (Capítulo completo),Gente y Blogs,https://www.youtube.com/watch?v=QHXmMTd9ogI,Señal Colombia
Dedos apestosos por: Salomé y Sara,Película y Animación,https://www.youtube.com/watch?v=W3mcgFbcDXU,Mi Señal
Juegos Mundiales Cali 2013. Disciplina: Rugby,Deportes,https://www.youtube.com/watch?v=26czdwxbFf0,Señal Deportes
Festival Vallenato - Día 01 - Cronica No 2 Piloneritos,Entretenimiento,https://www.youtube.com/watch?v=496C2S1MvNA,Señal Colombia
Esteban Chaves en exclusiva desde la Vuelta a España,Deportes,https://www.youtube.com/watch?v=49jaiGyXFs4,Señal Deportes
Bicentenario Memoria Revelada - Saludo Venezuela,Educación,https://www.youtube.com/watch?v=PxkeexXo8gQ,Señal Colombia
Today in replay 15 de agosto,Deportes,https://www.youtube.com/watch?v=VD-2LjQ0FIk,Señal Deportes
Today in replay 16 de febrero,Deportes,https://www.youtube.com/watch?v=S86ZaCjRUqk,Señal Deportes
Todo lo que vemos - 279 - Televidente - César Hernández,Educación,https://www.youtube.com/watch?v=YnDOsgg2eeQ,Señal Colombia
Etapa 13 del Tour de Francia: Saint-Étienne / Chamrousse,Deportes,https://www.youtube.com/watch?v=BFnuUvQ1HiM,Señal Deportes
5 Legado Jaime R Echavarria Acceso Directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=B4QsXlHPJy0,Señal Colombia
Todo lo que vemos - 355 - Televidente - Néstor Vargas,Entretenimiento,https://www.youtube.com/watch?v=Zc0LbwjFlqg,Señal Colombia
#PedaleoPor: Ricardo Ramírez envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=1qD8BUzpDbE,Señal Deportes
La presea dorada fue suya por tercer año consecutivo,Deportes,https://www.youtube.com/watch?v=IxQKjA0Mflc,Señal Deportes
La SUB 30 Romanticismo,Entretenimiento,https://www.youtube.com/watch?v=Kb8803dmPkU,Señal Colombia
Todo por una clase magistral,Entretenimiento,https://www.youtube.com/watch?v=tlQoAmvZVPY,Señal Colombia
El Dr. Rodolfo Llinás habla con Señal Colombia,Entretenimiento,https://www.youtube.com/watch?v=rrqKkm0tGmI,Señal Colombia
Samuel Sánchez en exclusiva desde la Vuelta a España,Deportes,https://www.youtube.com/watch?v=fS69_RmoxuA,Señal Deportes
La Sub 30 Tecnología vs artistas,Entretenimiento,https://www.youtube.com/watch?v=-vDKtRz8bFw,Señal Colombia
Proyecto Víctimas Semana y Señal Colombia,Noticias y Política,https://www.youtube.com/watch?v=gq2Yb0E5eJ0,Señal Colombia
Festival de verano 2013 en Señal Deportes,Deportes,https://www.youtube.com/watch?v=OVpmqD20xqU,Señal Deportes
Todo lo que vemos - 448 - Televidente - María Navarrete,Entretenimiento,https://www.youtube.com/watch?v=leUw4Jo4W48,Señal Colombia
Migrópolis - Gustos y sabores (Capítulo completo),Película y Animación,https://www.youtube.com/watch?v=12eyiLCrrqs,Mi Señal
Todo lo que vemos - 80 - Televidentes - Ana María Ramírez,Educación,https://www.youtube.com/watch?v=cBLehV84NPk,Señal Colombia
Mundial del Cine - Colombia Vs.USA,Película y Animación,https://www.youtube.com/watch?v=ihPm7AOoMQU,Señal Colombia
"Tráiler - Mateo, una película de María Gamboa",Película y Animación,https://www.youtube.com/watch?v=jjuwrzTP5gE,Señal Colombia
Todo lo que vemos - 363 - Glosario,Entretenimiento,https://www.youtube.com/watch?v=uRTxUWqCGFY,Señal Colombia
"Cap 04 De Güipas y Guámbitos - Rosalía, la reina del desierto",Gente y Blogs,https://www.youtube.com/watch?v=BJRZq8li41w,Señal Colombia
Cinco elementos de celebración Puesto 4 - Música especial,Entretenimiento,https://www.youtube.com/watch?v=DoQZOW8Shvs,Señal Colombia
Art of Motion en Santorini,Deportes,https://www.youtube.com/watch?v=YoWjipsZefs,Señal Deportes
Historias en bici - ¿Cómo andar en bici con tu mascota?,Deportes,https://www.youtube.com/watch?v=LOSujBhDZPo,Señal Deportes
Lo más de Pacheco - Comanche,Gente y Blogs,https://www.youtube.com/watch?v=qRPmsLoxUoo,Señal Colombia
"El papa, la luna y el nobel - Todo lo que vimos",Entretenimiento,https://www.youtube.com/watch?v=EozHo7RpZxg,Señal Colombia
5 de 7 Radio Nacional 70 años Acceso directo,Entretenimiento,https://www.youtube.com/watch?v=hFG0ZywfOcQ,Señal Colombia
Este mes elige la diversión 'Vacaciones familiares de estreno' por Señal Colombia,Música,https://www.youtube.com/watch?v=PDzDg0BgNZI,Señal Colombia
Contraseña verde - El regalo,Educación,https://www.youtube.com/watch?v=Yxa2G4F2n1Q,Mi Señal
Guillermina y Candelario - Nueva Temporada,Educación,https://www.youtube.com/watch?v=Lyl_1k68y4U,Mi Señal
¿Cómo es leer y escribir en braille? Deinny te lo explica,Película y Animación,https://www.youtube.com/watch?v=5YepYQZOZJ4,Mi Señal
Todo lo que vemos - 79 - Televidentes - Carmen Elisa Granados,Educación,https://www.youtube.com/watch?v=flZk2MemFPE,Señal Colombia
Profesor Súper O Recargado (Capítulo 21. Consumo de agua potable),Película y Animación,https://www.youtube.com/watch?v=FoE3zRtrEfo,Señal Colombia
"Sin importar la condición, todos tenemos derecho a la información (1)",Educación,https://www.youtube.com/watch?v=4JA4R05kjCc,Señal Colombia
Actividad - Liga de la Animación - Mi Señal,Educación,https://www.youtube.com/watch?v=mhrkxmtexfQ,Mi Señal
"Etapa 16 - Luarca / Ermita de Alba, Quirós",Deportes,https://www.youtube.com/watch?v=VuaNJKHZdlE,Señal Deportes
"Monstruo vomitón por: Loren, Juan y Kevin",Película y Animación,https://www.youtube.com/watch?v=W-u4xTSIkh0,Mi Señal
Nuestro Mundial - Capítulo 30,Deportes,https://www.youtube.com/watch?v=2AFdvtFbWmY,Señal Deportes
Pasos de cumbia - El sueño bolivariano (Capítulo completo),Entretenimiento,https://www.youtube.com/watch?v=nu_L-L5rn7Y,Señal Colombia
I.R.A. - Quién es el burro (Señal Radiónica),Música,https://www.youtube.com/watch?v=rtDfZczlqqA,Señal Colombia
Superlitio en Señal Radiónica,Música,https://www.youtube.com/watch?v=V_XYRro7qIQ,Señal Colombia
First Time Filmmakers - Muertos ajenos (tráiler),Entretenimiento,https://www.youtube.com/watch?v=lDJfKRXe64w,Señal Colombia
Colombia rumbo al campeonato mundial de pista en Francia 2015,Deportes,https://www.youtube.com/watch?v=Y_MGOgLvJ18,Señal Deportes
Todo lo que vemos - 228 - Televidente - Orlando Plata,Entretenimiento,https://www.youtube.com/watch?v=NUTnYX-M72Y,Señal Colombia
Todo lo que vemos - 218 - Televidente - Robinson De Castro,Educación,https://www.youtube.com/watch?v=4RmFAoVe4cU,Señal Colombia
La Sub 30 Servicio Militar,Entretenimiento,https://www.youtube.com/watch?v=lV41gkra-xY,Señal Colombia
Todo lo que vemos - 109 - Televidentes - Milena Pulido,Viajes y Eventos,https://www.youtube.com/watch?v=xJgi2lRnsVk,Señal Colombia
Todo lo que vemos - 245 - Televidente - Sophie Casas,Película y Animación,https://www.youtube.com/watch?v=1FS6c-lJJBY,Señal Colombia
Todo lo que vemos 01 - Presentación,Entretenimiento,https://www.youtube.com/watch?v=VvjIUXmG4Kc,Señal Colombia
Cuentos de Cocina II - Pavo - paso a paso receta,Entretenimiento,https://www.youtube.com/watch?v=yAirGOioA8k,Señal Colombia
Todo lo que vemos - 369 - Glosario,Entretenimiento,https://www.youtube.com/watch?v=C7l9rKGTMrQ,Señal Colombia
Todo lo que vemos - 339 - Televidente - Andrés Fonseca,Entretenimiento,https://www.youtube.com/watch?v=phlOKR8tuRw,Señal Colombia
Visita al Museo del mar con Ruka,Película y Animación,https://www.youtube.com/watch?v=0tBjv3ha81A,Mi Señal
Los colores del fútbol - Lunes a viernes,Deportes,https://www.youtube.com/watch?v=RkEggN_8CFY,Señal Deportes
Sub 30 Reinvención de procesos artísticos - Sillón,Entretenimiento,https://www.youtube.com/watch?v=nQry_MSXYGE,Señal Colombia
Sillón Animales uso y abuso,Entretenimiento,https://www.youtube.com/watch?v=F_OIkiJdnpE,Señal Colombia
Coleo - Generalidades y Técnicas,Deportes,https://www.youtube.com/watch?v=fiw4PNzRXPg,Señal Deportes
Todo lo que vemos - 365 - Glosario,Entretenimiento,https://www.youtube.com/watch?v=4y9ErRiaNjU,Señal Colombia
Profesor Súper O Recargado (Capítulo 11. Contaminación del agua en el hogar),Película y Animación,https://www.youtube.com/watch?v=OmV913CR3Sc,Señal Colombia
Cabildos Indígenas de Colombia,Deportes,https://www.youtube.com/watch?v=rIEsc8JNnDE,Señal Deportes
Todo lo que vemos - 74 - Glosario - People meter,Educación,https://www.youtube.com/watch?v=j4qFyfjck_c,Señal Colombia
Today in replay 26 de mayo,Deportes,https://www.youtube.com/watch?v=ZEbQGMYaU1A,Señal Deportes
Capitulo 01 - Todo lo que vemos,Entretenimiento,https://www.youtube.com/watch?v=iMCjFG25S40,Señal Colombia
Todo lo que vemos - 357 - Televidente - Sandra Jaramillo Llorente,Entretenimiento,https://www.youtube.com/watch?v=rZ7lvkwQjHs,Señal Colombia
La paz habla - Sandra Meluk,Entretenimiento,https://www.youtube.com/watch?v=A2taZNqMQAM,Señal Colombia
Todo lo que vemos - 25 - Televidentes - Luis Freddy Pinto.wmv,Educación,https://www.youtube.com/watch?v=VbuAsEqtTN8,Señal Colombia
Guillermina y Candelario - Comunicación / Expedición pirata (Capítulo completo),Película y Animación,https://www.youtube.com/watch?v=iNLFewIMLQg,Mi Señal
Anthonya - Liga de la Animación,Educación,https://www.youtube.com/watch?v=hOAuNzkdR4g,Mi Señal
Los Pepa - Clip 31 - Cultivo de flores,Educación,https://www.youtube.com/watch?v=5-MEcDtYPNE,Mi Señal
Los Pepa - Clip 35 - Hagamos cometas,Educación,https://www.youtube.com/watch?v=_PbCi0fg0Kw,Mi Señal
Karaoke Mi Señal: Coyote,Película y Animación,https://www.youtube.com/watch?v=93sIKtzyTUM,Mi Señal
Todo lo que vemos - 137 - Televidentes - Raquel Moreno,Entretenimiento,https://www.youtube.com/watch?v=5kmo1a4pvo0,Señal Colombia
Todo lo que vemos - 35- Glosario - Documental ambiental,Educación,https://www.youtube.com/watch?v=75SdTnStNtc,Señal Colombia
Promo oli?mpicos - Clavados,Deportes,https://www.youtube.com/watch?v=5dz0HI-LirU,Señal Deportes
Señal deportes - #MásQueFútbol,Deportes,https://www.youtube.com/watch?v=cW86d3VTKoQ,Señal Deportes
ZoOtecnia - Capítulo 13 - Un caso embarazoso,Educación,https://www.youtube.com/watch?v=d4_l5aGfPAU,Señal Colombia
"""De nada sirven los triunfos si la paz no los corona"" #LaPazHabla",Película y Animación,https://www.youtube.com/watch?v=VDT8wwbFHbo,Señal Colombia
Más Nuestro - Esgrima (Esperanza Ochoa),Deportes,https://www.youtube.com/watch?v=0c9yOHUvPQE,Señal Deportes
Todo lo que vemos - 261 - Televidente - Fabio Ernesto Méndez,Película y Animación,https://www.youtube.com/watch?v=I6coIpWMe3Q,Señal Colombia
Casillas no se fía de la última semana del Barcelona,Deportes,https://www.youtube.com/watch?v=pv-lzTp5E54,Señal Deportes
2 de 6 SIDA Acceso Directo,Entretenimiento,https://www.youtube.com/watch?v=XQjOISyDNUc,Señal Colombia
En la Vuelta a España recordamos la hazaña de Gutiérrez,Deportes,https://www.youtube.com/watch?v=cUAZmdd1R_E,Señal Deportes
Todo lo que vemos - 417 - Televidente - Arturo González,Entretenimiento,https://www.youtube.com/watch?v=VoC6n6wO3C4,Señal Colombia
Salvando Planeta Palabra - Detal invisible (Capítulo completo),Película y Animación,https://www.youtube.com/watch?v=0XA03rpmjVI,Mi Señal
danza hindú Parte 2,Educación,https://www.youtube.com/watch?v=KtcmVoAD9-o,Señal Colombia
Samuel Flores - Liga de la Animación,Educación,https://www.youtube.com/watch?v=zCPVn14mEcU,Mi Señal
La Lleva - Cap 12 - Santa Cruz del Islote - Juan Fernando,Deportes,https://www.youtube.com/watch?v=QuvxrKBLCTs,Señal Colombia
Todo lo que vemos - 238 - Televidente - Libia Carrillo,Educación,https://www.youtube.com/watch?v=thWPuXLr88s,Señal Colombia
Juegos Mundiales Cali 2013. Disciplina: Karate,Deportes,https://www.youtube.com/watch?v=eizsDZVPduE,Señal Deportes
sub 30 radionovela 2 - parte 2,Entretenimiento,https://www.youtube.com/watch?v=MLjktIbtIXY,Señal Colombia
Deja huella,Educación,https://www.youtube.com/watch?v=xFduLyzNOh8,Señal Colombia
Plaza y bala en televisión - Todo lo que vimos,Entretenimiento,https://www.youtube.com/watch?v=4kauHA8J9O4,Señal Colombia
Celso Piña - No Gustas de Mí - #Conversaciones2014,Música,https://www.youtube.com/watch?v=-vacnrQaAqI,Señal Colombia
FILBO 2014 - Emmanuel Piqueras,Película y Animación,https://www.youtube.com/watch?v=3DmlSiXHP8Q,Señal Colombia
Así celebran los goles chilenos con Señal Deportes,Deportes,https://www.youtube.com/watch?v=q04oJZhH8kQ,Señal Deportes
Todo lo que vemos - 193 - Televidentes - A?ngela A?lvarez,Gente y Blogs,https://www.youtube.com/watch?v=8tMc7ezM5Cc,Señal Colombia
Disciplina - Tejo,Deportes,https://www.youtube.com/watch?v=azJiu4FepQo,Señal Deportes
Baúles Parte 2,Educación,https://www.youtube.com/watch?v=yhdq3jLrhYE,Señal Colombia
"Ejercita tu cuerpo, ejercita tu mente",Deportes,https://www.youtube.com/watch?v=QeVh41jHABE,Señal Colombia
Los Pepa - Clip 67 - Páramo,Educación,https://www.youtube.com/watch?v=JvLPF5PC0Sw,Mi Señal
ZoOtecnia - Capítulo 12 - Me pagaron La Lleva - Versión corta,Película y Animación,https://www.youtube.com/watch?v=lwYxiHhOXQw,Señal Colombia
Etapa 4 del Tour de Francia 2014: Le Touquet-Paris-Plage,Deportes,https://www.youtube.com/watch?v=w0WQClmtNyc,Señal Deportes
